IndividualNumber,ROINumber,ImageLabel,IL_Site,IL_Number,IL_DV,TubeLabel,Event,TaxonCode,Family,Subfamily,Supertribe,Tribe,Subtribe,Genus,Group,SubspeciesEpithet,SpeciesName,Area_SQ_mm_Dorsal,Perimeter_Dorsal,BBWidth_Dorsal,BBHeight_Dorsal,MajorAxis_Dorsal,MinorAxis_Dorsal,Angle_Dorsal,Circ_Dorsal,Feret_Dorsal,IntDen_Dorsal,RawIntDen_Dorsal,FeretX_Dorsal,FeretY_Dorsal,FeretAngle_Dorsal,MinFeret_Dorsal,AR_Dorsal,Round_Dorsal,Solidity_Dorsal,Area_SQ_mm_Ventral,Perimeter_Ventral,BBWidth_Ventral,BBHeight_Ventral,MajorAxis_Ventral,MinorAxis_Ventral,Angle_Ventral,Circ_Ventral,Feret_Ventral,IntDen_Ventral,RawIntDen_Ventral,FeretX_Ventral,FeretY_Ventral,FeretAngle_Ventral,MinFeret_Ventral,AR_Ventral,Round_Ventral,Solidity_Ventral,cIL_Site,cIL_Number,cROINumber,mean_Red_Dorsal,stddev_Red_Dorsal,min_Red_Dorsal,max_Red_Dorsal,intden_Red_Dorsal,skew_Red_Dorsal,kurt_Red_Dorsal,rawintdens_Red_Dorsal,mean_Green_Dorsal,stddev_Green_Dorsal,min_Green_Dorsal,max_Green_Dorsal,intden_Green_Dorsal,skew_Green_Dorsal,kurt_Green_Dorsal,rawintdens_Green_Dorsal,mean_Blue_Dorsal,stddev_Blue_Dorsal,min_Blue_Dorsal,max_Blue_Dorsal,intden_Blue_Dorsal,skew_Blue_Dorsal,kurt_Blue_Dorsal,rawintdens_Blue_Dorsal,mean_Red_Ventral,stddev_Red_Ventral,min_Red_Ventral,max_Red_Ventral,intden_Red_Ventral,skew_Red_Ventral,kurt_Red_Ventral,rawintdens_Red_Ventral,mean_Green_Ventral,stddev_Green_Ventral,min_Green_Ventral,max_Green_Ventral,intden_Green_Ventral,skew_Green_Ventral,kurt_Green_Ventral,rawintdens_Green_Ventral,mean_Blue_Ventral,stddev_Blue_Ventral,min_Blue_Ventral,max_Blue_Ventral,intden_Blue_Ventral,skew_Blue_Ventral,kurt_Blue_Ventral,rawintdens_Blue_Ventral
26,27,BLAN_01_DORSAL.tif,BLAN,1,Dorsal,BLAN_001.20160623.CYCFUR.01,BLAN_001.20160626,CYCFUR,Carabidae,Harpalinae,Pterostichitae,Pterostichini,Pterostichini,Cyclotrachelus,sodalis,furtivus,Cyclotrachelus furtivus,114.909,77.622,14.364,18.091,17.973,8.141,63.718,0.24,19.056,9895.35,1197340,22.182,100.636,52.365,9.406,2.208,0.453,0.792,117.248,72.832,10.091,19.273,17.977,8.304,92.475,0.278,19.505,10212,1235650,31.455,85.273,98.848,9.93,2.165,0.462,0.793,BLAN,1,27,43.89,29.537,1,206,837.099,1.977,4.164,610245,39.454,27.887,1,213,752.491,2.076,5.05,548566,38.704,27.024,1,233,738.189,2.127,5.751,538140,61.728,39.871,13,210,954.118,2.251,4.822,695552,50.53,40.698,3,207,781.025,2.417,5.668,569367,48.01,39.324,1,203,742.077,2.512,6.279,540974
32,31,BLAN_01_DORSAL.tif,BLAN,1,Dorsal,BLAN_001.20160623.CYCFUR.01,BLAN_001.20160626,CYCFUR,Carabidae,Harpalinae,Pterostichitae,Pterostichini,Pterostichini,Cyclotrachelus,sodalis,furtivus,Cyclotrachelus furtivus,93.298,85.438,11.727,21.909,18.67,6.362,68.56,0.161,22.483,8449.73,1022420,119.727,109.818,58.559,8.055,2.934,0.341,0.704,93.124,66.837,9.091,22.091,19.107,6.205,82.805,0.262,22.317,8468.04,1024630,119.091,108.091,73.189,7.42,3.079,0.325,0.787,BLAN,1,31,53.708,43.275,5,213,831.704,1.693,2.196,606312,48.07,42.164,1,218,744.385,1.812,2.805,542657,46.259,40.425,1,236,716.35,1.842,3.039,522219,62.57,34.795,14,197,919.923,1.95,3.537,670624,49.701,35.397,1,192,730.727,2.106,4.328,532700,45.714,34.077,0,187,672.099,2.209,5.017,489960
29,25,BLAN_01_DORSAL.tif,BLAN,1,Dorsal,BLAN_001.20160623.CYCFUR.01,BLAN_001.20160626,CYCFUR,Carabidae,Harpalinae,Pterostichitae,Pterostichini,Pterostichini,Cyclotrachelus,sodalis,furtivus,Cyclotrachelus furtivus,93.314,58.532,9.545,18.455,15.158,7.838,67.423,0.342,19.05,8631.27,1044380,77.364,99.182,75.632,8.339,1.934,0.517,0.84,81.909,57.296,7.273,18.545,16.908,6.168,97.267,0.314,18.816,6979.44,844512,81.455,106.182,80.265,7.163,2.741,0.365,0.728,BLAN,1,25,61.187,42.115,4,228,947.689,1.31,0.687,690865,55.691,42.193,1,223,862.561,1.37,0.883,628807,53.791,41.365,0,227,833.139,1.415,1.052,607358,55.02,28.076,4,170,1075.11,1.609,2.463,783757,44.923,26.976,0,163,877.813,1.539,2.642,639926,42.829,24.997,0,156,836.903,1.581,3.08,610102
33,33,BLAN_01_DORSAL.tif,BLAN,1,Dorsal,BLAN_001.20160623.CYCFUR.01,BLAN_001.20160626,CYCFUR,Carabidae,Harpalinae,Pterostichitae,Pterostichini,Pterostichini,Cyclotrachelus,sodalis,furtivus,Cyclotrachelus furtivus,108.653,97.112,13.273,19,17.454,7.926,101.629,0.145,21.735,9325.77,1128420,135.364,95.091,124.089,11.296,2.202,0.454,0.593,107.595,100.75,15.727,18.455,16.989,8.064,95.69,0.133,20.572,9199.93,1113190,129.818,106.091,63.775,14.016,2.107,0.475,0.516,BLAN,1,33,47.053,29.865,5,176,848.573,1.568,2.093,618610,40.569,28.193,1,165,731.639,1.589,2.499,533365,39.334,26.71,0,176,709.369,1.602,2.759,517130,51.11,29.055,6,185,916.195,1.869,3.513,667906,42.188,27.994,0,179,756.265,1.881,4.182,551317,40.237,25.632,0,175,721.278,1.971,5.025,525812
30,28,BLAN_01_DORSAL.tif,BLAN,1,Dorsal,BLAN_001.20160623.CYCFUR.01,BLAN_001.20160626,CYCFUR,Carabidae,Harpalinae,Pterostichitae,Pterostichini,Pterostichini,Cyclotrachelus,sodalis,furtivus,Cyclotrachelus furtivus,94.62,72.14,10.091,19.364,18.237,6.606,75.562,0.228,20.217,8135.34,984376,92.273,104.273,70.017,7.566,2.761,0.362,0.731,92.306,62.154,9,18.818,17.319,6.786,94.141,0.3,18.944,7857.58,950767,95.273,87.818,96.613,8.615,2.552,0.392,0.751,BLAN,1,28,43.644,28.978,6,195,685.438,1.857,3.944,499684,39.75,27.891,2,210,624.283,1.88,4.371,455102,38.461,27.102,1,234,604.038,1.895,4.796,440344,47.728,21.792,9,179,648.872,2.056,5.745,473028,41.031,21.217,3,175,557.833,1.934,5.494,406660,39.381,19.719,2,173,535.398,1.917,5.774,390305
28,29,BLAN_01_DORSAL.tif,BLAN,1,Dorsal,BLAN_001.20160623.CYCFUR.01,BLAN_001.20160626,CYCFUR,Carabidae,Harpalinae,Pterostichitae,Pterostichini,Pterostichini,Cyclotrachelus,sodalis,furtivus,Cyclotrachelus furtivus,88.612,62.606,12.727,16.091,15.183,7.431,61.338,0.284,16.385,7843.29,949038,61,103.909,74.884,9.682,2.043,0.489,0.711,88.579,62.433,10,15.273,15.15,7.444,85.746,0.286,16.024,7890.6,954762,59.182,103.636,69.406,9.787,2.035,0.491,0.697,BLAN,1,29,53.14,38.111,5,181,781.573,1.356,0.828,569767,45.935,36.973,2,175,675.606,1.412,1.159,492517,43.365,35.564,0,178,637.804,1.45,1.391,464959,56.65,25.858,17,168,1011.69,1.729,2.978,737520,44.653,25.135,3,161,797.449,1.79,3.354,581340,41.699,23.304,1,154,744.694,1.759,3.648,542882
35,35,BLAN_01_DORSAL.tif,BLAN,1,Dorsal,BLAN_001.20160623.CYCFUR.01,BLAN_001.20160626,CYCFUR,Carabidae,Harpalinae,Pterostichitae,Pterostichini,Pterostichini,Cyclotrachelus,sodalis,furtivus,Cyclotrachelus furtivus,113.132,72.816,15.091,16.545,18.525,7.776,57.165,0.268,18.695,9959.88,1205140,168,116.455,58.319,10.292,2.382,0.42,0.753,111.917,78.768,10.909,18.455,18.363,7.76,103.826,0.227,18.922,9673.69,1170520,169.182,88.909,102.768,10.01,2.366,0.423,0.75,BLAN,1,35,51.565,33.57,10,178,968.274,1.917,3.301,705872,46.11,32.549,2,176,865.849,2.052,4.17,631204,45.128,31.267,2,194,847.402,2.122,4.62,617756,59.762,29.187,16,199,848.058,2.126,5.692,618234,45.899,29.168,2,195,651.342,2.517,7.929,474828,41.597,28.038,0,191,590.288,2.7,9.281,430320
31,32,BLAN_01_DORSAL.tif,BLAN,1,Dorsal,BLAN_001.20160623.CYCFUR.01,BLAN_001.20160626,CYCFUR,Carabidae,Harpalinae,Pterostichitae,Pterostichini,Pterostichini,Cyclotrachelus,sodalis,furtivus,Cyclotrachelus furtivus,109.579,96.922,10.545,20.455,17.114,8.152,88.927,0.147,20.808,9381.79,1135200,110.273,111.273,79.426,10.034,2.099,0.476,0.684,108,90.649,9.909,19,17.526,7.846,95.843,0.165,19.871,9293.23,1124480,107.727,89.727,107.026,9.857,2.234,0.448,0.714,BLAN,1,32,45.347,29.592,6,220,824.774,1.595,2.279,601260,39.939,27.898,1,219,726.402,1.593,2.735,529547,38.631,26.523,1,231,702.616,1.67,3.494,512207,53.134,29.07,5,177,987.015,1.809,3.186,719534,43.439,28.594,0,172,806.925,1.842,3.633,588248,41.245,27.128,0,167,766.173,1.867,4.06,558540
34,34,BLAN_01_DORSAL.tif,BLAN,1,Dorsal,BLAN_001.20160623.CYCFUR.01,BLAN_001.20160626,CYCFUR,Carabidae,Harpalinae,Pterostichitae,Pterostichini,Pterostichini,Cyclotrachelus,sodalis,furtivus,Cyclotrachelus furtivus,97.455,67.071,9.455,17.909,15.962,7.774,104.633,0.272,18.803,8831.15,1068570,154.909,95,107.734,8.947,2.053,0.487,0.788,107.521,51.091,11.364,17.273,18.009,7.602,115.364,0.518,18.749,9946.62,1203540,151.364,90.818,118.056,8.51,2.369,0.422,0.861,BLAN,1,34,60.337,40.18,3,189,975.989,1.39,1.269,711496,55.545,39.044,2,187,898.48,1.514,1.763,654992,53.825,37.539,1,186,870.646,1.592,2.109,634701,58.158,43.668,1,205,1037.92,2.045,3.519,756642,52.242,43.667,0,204,932.337,2.162,4.023,679674,50.102,42.403,0,201,894.145,2.241,4.414,651832
25,30,BLAN_01_DORSAL.tif,BLAN,1,Dorsal,BLAN_001.20160623.CYCFUR.01,BLAN_001.20160626,CYCFUR,Carabidae,Harpalinae,Pterostichitae,Pterostichini,Pterostichini,Cyclotrachelus,sodalis,furtivus,Cyclotrachelus furtivus,93.248,55.559,13.182,13.545,15.567,7.627,44.148,0.38,15.889,8015.12,969830,7.273,102.545,50.572,8.727,2.041,0.49,0.849,85.496,55.225,9.182,15.182,15.578,6.988,74.92,0.352,15.84,7438.11,900011,12.273,107.455,71.253,8.232,2.229,0.449,0.828,BLAN,1,30,52.346,30.422,8,172,810.185,1.515,1.596,590625,43.858,29.172,3,169,678.807,1.65,2.241,494850,41.784,27.804,3,166,646.704,1.716,2.688,471447,48.97,24.156,1,184,750.263,1.603,3.541,546942,42.07,23.36,0,163,644.549,1.514,3.119,469876,40.004,21.144,0,147,612.901,1.49,3.217,446805
38,37,BLAN_01_DORSAL.tif,BLAN,1,Dorsal,BLAN_001.20160623.CYCFUR.01,BLAN_001.20160626,CYCFUR,Carabidae,Harpalinae,Pterostichitae,Pterostichini,Pterostichini,Cyclotrachelus,sodalis,furtivus,Cyclotrachelus furtivus,122.314,92.609,11.091,24.091,19.28,8.078,86.324,0.179,24.392,10763.7,1302410,48.727,135.273,80.994,10.567,2.387,0.419,0.674,122.62,78.909,12.545,24.364,19.741,7.909,99.149,0.247,25.3,11039.3,1335760,41,108.818,105.634,10.894,2.496,0.401,0.664,BLAN,1,37,51.598,35.907,4,179,1047.53,1.65,1.961,763648,45.923,33.72,1,175,932.321,1.833,2.928,679662,44.443,32.205,1,174,902.266,1.931,3.556,657752,54.141,32.039,0,191,1006.91,1.907,3.718,734041,45.322,31.121,0,186,842.908,1.991,4.608,614480,43.119,29.261,0,183,801.938,2.121,5.592,584613
37,39,BLAN_01_DORSAL.tif,BLAN,1,Dorsal,BLAN_001.20160623.CYCFUR.01,BLAN_001.20160626,CYCFUR,Carabidae,Harpalinae,Pterostichitae,Pterostichini,Pterostichini,Cyclotrachelus,sodalis,furtivus,Cyclotrachelus furtivus,111.669,100.667,11.818,20.636,17.54,8.106,73.124,0.138,20.64,9712.79,1175250,32.636,132.636,88.99,11.106,2.164,0.462,0.673,112.05,103.479,12.091,21.091,17.876,7.981,86.787,0.131,21.791,9746.84,1179370,24.455,130.182,74.514,11.446,2.24,0.446,0.633,BLAN,1,39,48.553,34.67,0,207,899.929,1.533,1.643,656048,43.432,32.472,0,212,805.011,1.655,2.358,586853,41.915,31.284,0,230,776.888,1.709,2.881,566351,58.321,30.473,5,176,1150.26,1.524,1.991,838539,47.866,29.262,1,167,944.066,1.619,2.692,688224,45.278,27.142,0,160,893.018,1.717,3.369,651010
36,38,BLAN_01_DORSAL.tif,BLAN,1,Dorsal,BLAN_001.20160623.CYCFUR.01,BLAN_001.20160626,CYCFUR,Carabidae,Harpalinae,Pterostichitae,Pterostichini,Pterostichini,Cyclotrachelus,sodalis,furtivus,Cyclotrachelus furtivus,83.86,75.405,13.636,19.545,15.455,6.909,68.348,0.185,19.938,7186.95,869621,6.273,112,102.642,13.327,2.237,0.447,0.55,96.463,82.263,10.273,19.545,16.959,7.242,90.565,0.179,20.131,8257.91,999207,10.182,129,76.152,10.15,2.342,0.427,0.646,BLAN,1,38,53.96,32.314,6,196,751.074,1.17,0.682,547533,46.899,30.717,3,203,652.791,1.184,0.847,475885,44.43,29.663,0,225,618.431,1.207,1.175,450836,53.983,26.701,11,177,864.326,1.647,2.996,630094,42.803,26.195,0,173,685.313,1.679,3.364,499593,40.313,24.74,0,170,645.446,1.713,3.886,470530
39,36,BLAN_01_DORSAL.tif,BLAN,1,Dorsal,BLAN_001.20160623.CYCFUR.01,BLAN_001.20160626,CYCFUR,Carabidae,Harpalinae,Pterostichitae,Pterostichini,Pterostichini,Cyclotrachelus,sodalis,furtivus,Cyclotrachelus furtivus,104.512,121.502,12.364,23.909,18.198,7.312,85.665,0.089,24.029,9338.79,1129990,65,128.273,62.756,10.477,2.489,0.402,0.544,118.826,146.746,18.364,23.727,17.562,8.615,119.116,0.069,24.272,10275.3,1243310,60.091,111.909,109.928,12.447,2.038,0.491,0.462,BLAN,1,36,54.104,40.266,4,191,938.539,1.445,1.372,684195,47.542,38.521,1,196,824.713,1.621,2.155,601216,45.687,37.358,0,217,792.538,1.711,2.635,577760,61.67,38.176,13,198,1255.15,1.793,2.591,915004,51.589,38.134,0,193,1049.98,1.897,3.271,765433,48.676,36.066,0,188,990.676,2.056,4.059,722203
40,40,BLAN_01_DORSAL.tif,BLAN,1,Dorsal,BLAN_001.20160623.CYCFUR.01,BLAN_001.20160626,CYCFUR,Carabidae,Harpalinae,Pterostichitae,Pterostichini,Pterostichini,Cyclotrachelus,sodalis,furtivus,Cyclotrachelus furtivus,94.05,96.776,14.455,19.091,17.535,6.829,56.551,0.126,20.661,8022.28,970696,86.727,129,50.356,9.13,2.568,0.389,0.675,108.107,99.865,11.909,19.727,17.837,7.717,91.223,0.136,20.332,9195.1,1112610,82.818,131.091,74.97,11.525,2.311,0.433,0.672,BLAN,1,40,48.869,26.332,10,163,762.871,1.794,2.745,556133,44.206,23.809,4,158,690.069,1.873,3.348,503060,43.228,21.79,5,157,674.801,1.882,3.648,491930,52.857,25.679,8,170,948.45,1.599,2.452,691420,44.808,24.055,2,147,804.015,1.554,2.427,586127,42.877,21.798,1,138,769.38,1.486,2.514,560878
41,41,BLAN_01_DORSAL.tif,BLAN,1,Dorsal,BLAN_001.20160623.CYCFUR.01,BLAN_001.20160626,CYCFUR,Carabidae,Harpalinae,Pterostichitae,Pterostichini,Pterostichini,Cyclotrachelus,sodalis,furtivus,Cyclotrachelus furtivus,105.529,82.524,14.636,15.364,15.713,8.551,51.103,0.195,18.642,9492.92,1148640,119.909,132.455,38.267,10.851,1.838,0.544,0.704,100.388,83.246,10.727,18.182,17.149,7.454,95.85,0.182,18.24,8818.65,1067060,102.818,117,94.574,10.231,2.301,0.435,0.713,BLAN,1,41,59.837,34.831,17,177,1048.09,1.801,2.494,764056,56.435,33.834,13,175,988.498,1.911,3.016,720615,55.712,32.588,10,170,975.845,1.958,3.28,711391,54.533,31.571,8,189,908.66,2.198,5.323,662413,47.281,31.427,1,187,787.83,2.305,6.08,574328,45.943,29.746,1,183,765.52,2.406,6.827,558064
42,42,BLAN_01_DORSAL.tif,BLAN,1,Dorsal,BLAN_012.20160721.CYCFUR.01,BLAN_012.20160721,CYCFUR,Carabidae,Harpalinae,Pterostichitae,Pterostichini,Pterostichini,Cyclotrachelus,sodalis,furtivus,Cyclotrachelus furtivus,96.339,98.471,13.182,20.636,16.383,7.487,72.111,0.125,23.175,8508.23,1029500,11.727,179.727,62.932,13.098,2.188,0.457,0.464,96.554,100.166,14,20.818,16.232,7.574,96.248,0.121,23.503,8442.2,1021510,10.727,156.364,117.655,13.717,2.143,0.467,0.479,BLAN,1,42,56.62,37.702,6,180,905.37,1.319,0.844,660015,50.929,35.605,3,178,814.383,1.468,1.474,593685,48.979,34.325,2,192,783.189,1.546,1.871,570945,58.777,34.537,6,186,941.962,1.446,1.455,686690,50.609,32.849,3,179,811.069,1.613,2.253,591269,47.856,30.934,1,177,766.942,1.719,2.892,559101
46,44,BLAN_01_DORSAL.tif,BLAN,1,Dorsal,BLAN_012.20160721.CYCFUR.01,BLAN_012.20160721,CYCFUR,Carabidae,Harpalinae,Pterostichitae,Pterostichini,Pterostichini,Cyclotrachelus,sodalis,furtivus,Cyclotrachelus furtivus,82.587,103.553,11.364,23.545,18.239,5.765,78.475,0.097,24.932,7023.15,849801,80.182,185.455,70.178,7.005,3.164,0.316,0.594,101.719,109.985,14.182,22.545,18.234,7.103,101.874,0.106,25.263,8708.44,1053720,79.091,158.091,118.594,9.06,2.567,0.39,0.576,BLAN,1,44,47.85,28.134,6,160,655.919,1.279,1.244,478165,43.766,25.859,4,148,599.933,1.187,1.126,437351,42.173,24.492,2,155,578.093,1.122,1.066,421430,57.255,41.927,7,209,977.885,2.173,4.148,712878,51.35,41.563,2,207,877.038,2.302,4.805,639361,49.193,40.104,0,201,840.189,2.368,5.194,612498
45,45,BLAN_01_DORSAL.tif,BLAN,1,Dorsal,BLAN_012.20160721.CYCFUR.01,BLAN_012.20160721,CYCFUR,Carabidae,Harpalinae,Pterostichitae,Pterostichini,Pterostichini,Cyclotrachelus,sodalis,furtivus,Cyclotrachelus furtivus,92.372,69.069,13.182,18.727,20.168,5.831,65.247,0.243,20.654,8362.5,1011860,63,180.909,63.886,8.406,3.459,0.289,0.697,102.901,64.044,9.636,20.364,20.063,6.53,100.061,0.315,20.718,9430.05,1141040,65.818,157.818,100.62,8.962,3.072,0.325,0.771,BLAN,1,45,55.482,41.677,4,195,850.641,1.604,1.969,620117,51.486,40.301,4,191,789.388,1.708,2.487,575464,49.758,39.162,2,215,762.894,1.744,2.733,556150,52.857,29.956,7,174,983.914,1.472,1.795,717273,44.35,26.872,1,165,825.554,1.515,2.225,601829,41.153,24.38,0,160,766.038,1.546,2.859,558442
43,43,BLAN_01_DORSAL.tif,BLAN,1,Dorsal,BLAN_012.20160721.CYCFUR.01,BLAN_012.20160721,CYCFUR,Carabidae,Harpalinae,Pterostichitae,Pterostichini,Pterostichini,Cyclotrachelus,sodalis,furtivus,Cyclotrachelus furtivus,85.645,74.158,11.273,19.091,18.261,5.971,77.444,0.196,19.544,7299.62,883254,29.182,179.818,77.645,8.085,3.058,0.327,0.65,112.149,77.028,9,19.455,18.556,7.695,94.921,0.238,19.609,9585.05,1159790,31,158.818,97.191,8.912,2.411,0.415,0.79,BLAN,1,43,50.745,30.023,2,158,721.359,1.02,0.533,525871,44.921,27.689,1,146,638.575,1.043,0.703,465521,42.928,26.054,0,144,610.239,1.042,0.828,444864,51.515,28.131,2,178,869.749,1.655,2.695,634047,45.78,26.566,0,173,772.916,1.68,3.086,563456,44.02,24.199,0,168,743.209,1.7,3.626,541799
47,47,BLAN_01_DORSAL.tif,BLAN,1,Dorsal,BLAN_012.20160721.CYCFUR.01,BLAN_012.20160721,CYCFUR,Carabidae,Harpalinae,Pterostichitae,Pterostichini,Pterostichini,Cyclotrachelus,sodalis,furtivus,Cyclotrachelus furtivus,116.182,116.688,12.636,21,16.914,8.746,74.304,0.107,21.566,10286.3,1244640,99.091,163.091,103.158,10.637,1.934,0.517,0.615,113.207,108.366,12.273,20.182,16.923,8.517,109.165,0.121,20.687,10060.1,1217270,98,179.182,77.307,10.962,1.987,0.503,0.615,BLAN,1,47,52.507,35.693,3,183,1012.55,1.68,2.09,738149,48.99,34.037,4,181,944.724,1.82,2.803,688704,48.166,32.517,3,193,928.822,1.875,3.156,677111,48.517,24.94,6,159,799.3,1.647,2.717,582690,43.654,23.449,3,152,719.18,1.586,2.608,524282,41.72,21.779,1,148,687.316,1.483,2.566,501053
44,48,BLAN_01_DORSAL.tif,BLAN,1,Dorsal,BLAN_012.20160721.CYCFUR.01,BLAN_012.20160721,CYCFUR,Carabidae,Harpalinae,Pterostichitae,Pterostichini,Pterostichini,Cyclotrachelus,sodalis,furtivus,Cyclotrachelus furtivus,91.893,90.316,9.273,17.273,17.011,6.878,74.169,0.142,18.386,7896.35,955459,41,180.455,69.146,8.879,2.473,0.404,0.718,99.256,86.318,9.727,18.455,16.722,7.557,93.659,0.167,18.544,8448.97,1022320,50.727,159.273,95.627,9.5,2.213,0.452,0.691,BLAN,1,48,48.506,30.06,4,235,739.835,1.509,2.257,539340,44.605,28.39,2,240,680.326,1.598,3.119,495958,43.228,27.537,1,252,659.332,1.723,4.402,480653,60.765,39.418,9,187,1226.38,1.722,2.097,894034,53.714,39.482,2,182,1084.08,1.806,2.518,790295,51.762,37.817,0,181,1044.68,1.877,2.86,761570
48,46,BLAN_01_DORSAL.tif,BLAN,1,Dorsal,BLAN_012.20160721.CYCFUR.01,BLAN_012.20160721,CYCFUR,Carabidae,Harpalinae,Pterostichitae,Pterostichini,Pterostichini,Cyclotrachelus,sodalis,furtivus,Cyclotrachelus furtivus,121.521,104.098,14.727,19,17.593,8.795,77.644,0.141,20.312,10895.8,1318390,113.273,181.273,69.294,14.671,2,0.5,0.596,121.595,100.741,15.455,20,17.722,8.736,86.054,0.151,20.046,11100.9,1343210,121.545,161.364,93.9,13.854,2.029,0.493,0.577,BLAN,1,46,53.964,38.598,4,190,1088.45,1.46,1.167,793482,49.989,37.381,1,190,1008.28,1.545,1.573,735034,48.693,35.885,2,201,982.133,1.59,1.809,715975,55.586,36.191,4,195,1044.47,1.91,3.348,761416,50.48,34.68,0,192,948.529,2.063,4.305,691478,49.046,32.889,1,189,921.584,2.186,5.094,671835
50,49,BLAN_01_DORSAL.tif,BLAN,1,Dorsal,BLAN_012.20160721.CYCFUR.01,BLAN_012.20160721,CYCFUR,Carabidae,Harpalinae,Pterostichitae,Pterostichini,Pterostichini,Cyclotrachelus,sodalis,furtivus,Cyclotrachelus furtivus,124.678,88.164,9.818,22.818,20.529,7.733,87.647,0.202,22.844,10964.9,1326750,153,186.636,87.263,9.639,2.655,0.377,0.791,118.529,82.382,10.364,22.182,20.559,7.341,80.258,0.219,22.754,10404.8,1258980,151.182,185.818,76.13,9.669,2.801,0.357,0.771,BLAN,1,49,60.523,40.457,1,184,1252.48,1.234,0.506,913057,53.261,36.045,1,172,1102.2,1.33,0.898,803501,49.512,32.434,0,183,1024.6,1.505,1.843,746932,64.296,41.14,13,193,1264.93,1.394,0.858,922132,53.314,36.268,0,186,1048.88,1.462,1.311,764633,47.835,30.582,0,180,941.088,1.797,3.238,686053
49,50,BLAN_01_DORSAL.tif,BLAN,1,Dorsal,BLAN_012.20160721.CYCFUR.01,BLAN_012.20160721,CYCFUR,Carabidae,Harpalinae,Pterostichitae,Pterostichini,Pterostichini,Cyclotrachelus,sodalis,furtivus,Cyclotrachelus furtivus,92.909,73.008,12.636,17.636,16.611,7.122,68.894,0.219,18.132,8334.7,1008500,136.636,184.273,74.291,8.866,2.332,0.429,0.702,91.43,69.829,11.818,17.364,16.59,7.017,113.427,0.236,18.401,7902.59,956213,133.455,167,111.749,8.576,2.364,0.423,0.721,BLAN,1,50,54.428,38.352,4,170,839.336,1.49,1.391,611876,50.073,37.193,2,167,772.178,1.61,1.896,562918,48.931,36.077,2,188,754.572,1.659,2.159,550083,53.383,28.914,10,186,810.111,2.02,4.395,590571,46.339,27.864,2,181,703.221,2.06,5.079,512648,43.989,26.009,1,178,667.553,2.163,6.159,486646
51,51,BLAN_01_DORSAL.tif,BLAN,1,Dorsal,BLAN_012.20160721.CYCFUR.01,BLAN_012.20160721,CYCFUR,Carabidae,Harpalinae,Pterostichitae,Pterostichini,Pterostichini,Cyclotrachelus,sodalis,furtivus,Cyclotrachelus furtivus,101.05,77.752,10,17.455,17.609,7.307,104.79,0.21,18.173,8805.46,1065460,166,169.909,107.166,8.385,2.41,0.415,0.819,98.405,77.958,8.909,18.273,17.766,7.053,83.231,0.203,18.532,8461.36,1023820,170.091,187.909,80.399,8.464,2.519,0.397,0.783,BLAN,1,51,49.307,31.713,8,175,826.992,1.932,3.383,602877,44.414,30.335,2,172,744.918,2.049,4.25,543045,43.846,29.08,0,171,735.392,2.123,4.839,536101,53.971,27.159,7,164,881.519,1.684,2.716,642627,46.325,25.976,1,152,756.635,1.702,3.035,551587,44.682,24.322,0,148,729.804,1.732,3.419,532027
9,1,BLAN_05_DORSAL.tif,BLAN,5,Dorsal,BLAN_001.20160623.CHLAES.01,BLAN_001.20160623,CHLAES,Carabidae,Harpalinae,Pterostichitae,Chlaeniini,Chlaeniini,Chlaenius,aestivus,aestivus,Chlaenius aestivus,104.826,116.4,10.545,25.727,15.891,8.399,85.524,0.097,26.393,9228.29,1116620,151,28.818,76.251,10.21,1.892,0.529,0.542,92.686,93.485,15.636,16.455,15.323,7.702,108.883,0.133,20.104,8146.46,985721,150.273,5.818,141.057,10.127,1.989,0.503,0.601,BLAN,5,1,57.981,40.176,3,167,1008.82,1.152,-0.143,735430,50.271,34.443,1,160,874.678,1.435,0.898,637640,46.952,31.582,0,158,816.931,1.753,2.16,595543,63.476,36.606,16,176,976.524,1.103,0.514,711886,50.492,32.553,4,171,776.767,1.814,3.148,566263,44.239,31.531,2,172,680.582,2.199,4.802,496144
3,4,BLAN_05_DORSAL.tif,BLAN,5,Dorsal,BLAN_001.20160623.CHLAES.01,BLAN_001.20160623,CHLAES,Carabidae,Harpalinae,Pterostichitae,Chlaeniini,Chlaeniini,Chlaenius,aestivus,aestivus,Chlaenius aestivus,94.57,47.581,9,17.636,16.124,7.468,102.497,0.525,17.739,8134.64,984291,52.182,6.909,96.178,8.19,2.159,0.463,0.899,87.835,48.163,7.091,17.455,17.276,6.473,82.77,0.476,17.799,7547.02,913189,53.091,23.545,72.768,7.091,2.669,0.375,0.898,BLAN,5,4,57.081,32.611,2,177,895.986,0.964,0.038,653174,45.884,27.63,1,170,720.235,1.499,2.027,525051,40.81,26.323,1,171,640.582,1.772,3.177,466984,59.892,36.942,7,182,1021.62,1.185,0.466,744759,47.681,30.284,1,178,813.328,1.846,3.492,592916,41.614,28.009,0,178,709.837,2.403,6.488,517471
